NazwaInstytucji,NrRozliczeniowy,Miejscowosc
Bank Polska Kasa Opieki Spółka Akcyjna,12405149,"Rabka-Zdrój, ul. Kilińskiego 1, 34-700"
Bank Millennium Spółka Akcyjna,11602231,"Gdańsk, ul. Wały Jagiellońskie 10/16, 80-887"
Bank Spółdzielczy w Goleniowie,93751038,"Łobez, ul. Niepodległości 40, 73-150"
Bank Polska Kasa Opieki Spółka Akcyjna,12405660,"Grójec, ul. Bankowa 11, 05-600"
"Spółdzielcza Kasa Oszczędnościowo-Kredytowa ""Boże Dary""",70390009,"Katowice, ul. Jana Samsonowicza 5, 40-749"
Bank Spółdzielczy w Strzegowie,82380009,"Strzegowo, ul. Wyzwolenia 6, 06-445"
Podlaski Bank Spółdzielczy w Knyszynie,80760001,"Knyszyn, ul. Jagiellońska 2, 19-120"
Bank Spółdzielczy w Żurominie,82421021,"Lipowiec Kościelny, Lipowiec Kościelny 79, 06-545"
Warmiński Bank Spółdzielczy,88571025,"Świątki, Świątki 91, 11-008"
BNP Paribas Bank Polska Spółka Akcyjna,17500139,"Ruda Śląska, ul. Oświęcimska 9, 41-707"
Santander Bank Polska Spółka Akcyjna,15001719,"Suwałki, ul. Tadeusza Kościuszki 49, 16-400"
Bank Spółdzielczy w Nidzicy,88341019,"Janowo, Komorowo 2, 13-113"
Bank Polska Kasa Opieki Spółka Akcyjna,12403406,"Rypin, ul. Warszawska 6, 87-500"
Bank Polska Kasa Opieki Spółka Akcyjna,12401402,"Skarżysko-Kamienna, ul. Bankowa 8, 26-100"
Bank Polska Kasa Opieki Spółka Akcyjna,12403116,"Piotrków Trybunalski, ul. Armii Krajowej 24, 97-300"
Bank Spółdzielczy w Białogardzie,85620007,"Białogard, ul. Kochanowskiego 6, 78-200"
Bank Polska Kasa Opieki Spółka Akcyjna,12404399,"Rybnik, ul. Bolesława Chrobrego 8, 44-200"
Bank Spółdzielczy w Cycowie,81911055,"Ludwin, Ludwin 17A, 21-075"
Bank Spółdzielczy w Czarnym Dunajcu,87920008,"Czarny Dunajec, ul. Rynek 19, 34-470"
mBank Spółka Akcyjna,11402020,"Kielce, al. IX Wieków Kielc 4, 25-516"
Powszechna Kasa Oszczędności Bank Polski Spółka Akcyjna,10203235,"Opole Lubelskie, ul. Nowy Rynek 2, 24-300"
Bank Spółdzielczy Ziemi Łowickiej w Łowiczu,92881125,"Sadkowice, Sadkowice 119, 96-206"
Santander Bank Polska Spółka Akcyjna,10902200,"Niemodlin, ul. Bohaterów Powstań Śląskich 34, 49-100"
ING Bank Śląski Spółka Akcyjna,10501041,"Warszawa, ul. Grójecka 81/87, 02-094"
Bank Spółdzielczy w Zgierzu,87830004,"Zgierz, ul. Długa 62A, 95-100"
ING Bank Śląski Spółka Akcyjna,10500318,"Katowice, ul. Chorzowska 50, 40-101"
BANK POLSKIEJ SPÓŁDZIELCZOŚCI SPÓŁKA AKCYJNA,19301419,"Warszawa, ul. Grzybowska 81, 00-844"
Bank Spółdzielczy Rzemiosła w Krakowie,94750003,"Dębica, ul. Rzeszowska 14, 39-200"
Bank Spółdzielczy w Kowalu,95571032,"Szpetal Górny, ul. Włocławska 61, 87-811"
Bank Spółdzielczy w Tarnogrodzie,96370001,"Tarnogród, ul. Partyzantów 9, 23-420"
Bank Spółdzielczy w Narolu,91030001,"Narol, ul. Kościelna 1, 37-610"
mBank Spółka Akcyjna,11400039,"Warszawa, ul. Senatorska 18, 00-950"
DNB Bank Polska Spółka Akcyjna,13701330,"Warszawa, ul. Postępu 15C, 02-676"
Bank Spółdzielczy w Dobrzeniu Wielkim,88950006,"Dobrzeń Wielki, ul. Opolska 3, 46-081"
Bank Polska Kasa Opieki Spółka Akcyjna,12402757,"Janów Lubelski, ul. Wiejska 3, 23-300"
Powszechna Kasa Oszczędności Bank Polski Spółka Akcyjna,10201664,"Częstochowa, al. NMP 19, 42-200"
Alior Bank Spółka Akcyjna,10600382,"Warszawa, ul. Łopuszańska 38D, 02-232"
Bank Spółdzielczy w Miedźnej,84461016,"Brzeszcze, ul. Dworcowa 8, 32-620"
Bank Polska Kasa Opieki Spółka Akcyjna,12406609,"Poznań, ul. Roosevelta 18, 60-829"
Bank Pocztowy Spółka Akcyjna,13200035,"Bydgoszcz, ul. Jagiellońska 17, 85-959"
Santander Bank Polska Spółka Akcyjna,10901779,"Bytom, pl. Tadeusza Kościuszki 9, 41-902"
Santander Bank Polska Spółka Akcyjna,15001634,"Przemyśl, ul. Aleksandra Dworskiego 8, 37-700"
Bank Spółdzielczy w Szydłowie,85210006,"Szydłów, ul. Kościelna 1, 28-225"
BNP Paribas Bank Polska Spółka Akcyjna,16000029,"Ruda Śląska, ul. Oświęcimska 9, 41-707"
Bank Spółdzielczy w Krotoszynie,84101013,"Sulmierzyce, Al. Klonowicza 13, 63-750"
BNP Paribas Bank Polska Spółka Akcyjna,17501341,"Stalowa Wola, ul. Poniatowskiego 21L, 37-450"
Podlasko-Mazurski Bank Spółdzielczy  w Zabłudowie,80990004,"Zabłudów, ul. Surażska 2, 16-060"
Bank Spółdzielczy w Żmigrodzie,95980007,"Żmigród, ul. Marii Konopnickiej 1 - 3, 55-140"
Santander Bank Polska Spółka Akcyjna,10901766,"Gliwice, ul. Dolnych Wałów 1, 44-100"
Lubelski Bank Spółdzielczy,87361032,"Gniewoszów, ul. Marii Konopnickiej 6, 26-920"
Santander Bank Polska Spółka Akcyjna,10902819,"Świdnica, ul. 1000-lecia Państwa Polskiego 1, 58-100"
Bank Spółdzielczy w Biłgoraju,96020007,"Biłgoraj, ul. Pocztowa 3, 23-400"
Bank Spółdzielczy w Cieszynie,81131017,"Hażlach, ul. Główna 57, 43-419"
"CAIXABANK, S.A. (SPÓŁKA AKCYJNA) ODDZIAŁ W POLSCE",23900004,"Warszawa, ul. Prosta 51, 00-838"
Powiatowy Bank Spółdzielczy w Tomaszowie Mazowieckim,89851043,"Budziszewice, ul. Jana Chryzostoma Paska 85, 97-212"
Bank Spółdzielczy w Krasnymstawie,96280007,"Staw Noakowski, Staw Noakowski 100, 22-413"
Bank Spółdzielczy w Goworowie,89150003,"Goworowo, ul. Kościelna 1, 07-440"
Bank Polska Kasa Opieki Spółka Akcyjna,12405657,"Płock, ul. Tysiąclecia 10, 09-400"
Bank Spółdzielczy w Brodnicy,94841033,"Grudziądz, ul. Starorynkowa 2/4, 86-300"
Bank Polska Kasa Opieki Spółka Akcyjna,12404360,"Rybnik, ul. 3 Maja 10, 44-200"
Bank Spółdzielczy w Ostrowi Mazowieckiej,89231018,"Brok, ul. Dąbrowskiego 30, 07-306"
BNP Paribas Bank Polska Spółka Akcyjna,17501165,"Kalisz, ul. Główny Rynek 15, 62-800"
Spółdzielczy Bank Ludowy w Kępnie,84131078,"Bolesławiec, ul. Kościuszki 9, 98-430"
Bank Polska Kasa Opieki Spółka Akcyjna,12405514,"Bełżyce, ul. Rynek 26, 24-200"
Bank Polska Kasa Opieki Spółka Akcyjna,12401499,"Leszno, ul. Wróblewskiego 6, 64-100"
ING Bank Śląski Spółka Akcyjna,10501227,"Będzin, ul. 11 Listopada 9, 42-500"
VeloBank Spółka Akcyjna,14600009,"Warszawa, Rondo Ignacego Daszyńskiego 2 C, 00-843"
Bank Spółdzielczy w Rzepinie,83711019,"Gubin, ul. Piastowska 9, 66-620"
Powiatowy Bank Spółdzielczy w Węgrowie,92360008,"Węgrów, ul. Gdańska 10, 07-100"
Bank Spółdzielczy w Proszowicach,85971024,"Skalbmierz, ul. Reja 3, 28-530"
Bank Polska Kasa Opieki Spółka Akcyjna,12401880,"Świnoujście, ul. Piłsudskiego 4, 72-600"
Bank Polska Kasa Opieki Spółka Akcyjna,12403868,"Kamień Pomorski, ul. Gryfitów 2A, 72-400"
Santander Bank Polska Spółka Akcyjna,10901649,"Opole, ul. Ozimska 6, 45-057"
ING Bank Śląski Spółka Akcyjna,10501054,"Warszawa, ul. Belwederska 20/22, 00-762"
Bank Polska Kasa Opieki Spółka Akcyjna,12402409,"Lubartów, ul. Lubelska 21/23, 21-100"
Bank Polska Kasa Opieki Spółka Akcyjna,12402786,"Sandomierz, ul. Kościuszki 4, 27-600"
Gospodarczy Bank Spółdzielczy w Barlinku,83551048,"Dębno, ul. Adama Mickiewicza 45, 74-400"
Bank Spółdzielczy w Żurominie,82420008,"Żuromin, Plac Wolności 3, 09-300"
Bank Polska Kasa Opieki Spółka Akcyjna,12406771,"Legnica, ul. Wrocławska 26/28, 59-220"
Powszechna Kasa Oszczędności Bank Polski Spółka Akcyjna,10204900,"Warszawa, ul. Chłodna 52, 00-872"
Bank Polska Kasa Opieki Spółka Akcyjna,12403099,"Koluszki, ul. 11 Listopada 20, 95-040"
Santander Bank Polska Spółka Akcyjna,10901405,"Śrem, pl. 20 Października 31, 63-100"
Santander Bank Polska Spółka Akcyjna,10900004,"Warszawa, Aleja Jana Pawła II 17, 00-854"
Bank Spółdzielczy Lwówek Śląski w Lwówku Śląskim,83841019,"Wleń, ul. Kościelna 17, 59-610"
"Śląski Bank Spółdzielczy ""Silesia"" w Katowicach",82640002,"Kłomnice, ul. Częstochowska 32, 42-270"
Intesa Sanpaolo S.p.A. Spółka Akcyjna Oddział w Polsce,26600008,"Warszawa, ul. Książęca 4, 00-498"
Bank Spółdzielczy w Radzyniu Podlaskim,80460002,"Radzyń Podlaski, ul. Ostrowiecka 35, 21-300"
Częstochowski Bank Spółdzielczy JURA BANK,82671019,"Gidle, ul. Wolności 11, 97-540"
Bank Spółdzielczy w Gogolinie,88831015,"Zdzieszowice, ul. Nowa 4, 47-330"
Bank Ochrony Środowiska Spółka Akcyjna,15401014,"Częstochowa, ul. Jana Pawła II 54, 42-217"
Santander Bank Polska Spółka Akcyjna,10902705,"Łódź, al. Piłsudskiego 3, 90-368"
Danske Bank A/S Spółka Akcyjna Oddział w Polsce,23600005,"Warszawa, ul. Wspólna 70, 00-687"
Bank Spółdzielczy w Świdnicy,95311016,"Głuszyca, ul. Grunwaldzka 55, 58-340"
Powszechna Kasa Oszczędności Bank Polski Spółka Akcyjna,10204939,"Stalowa Wola, ul. Generała Leopolda Okulickiego 9, 37-450"
Powszechna Kasa Oszczędności Bank Polski Spółka Akcyjna,10202906,"Kraków, Osiedle Kościuszkowskie 1, 31-858"
Bank Handlowy w Warszawie Spółka Akcyjna,10301016,"Warszawa, ul. Traugutta 7/9, 00-950"
Bank Spółdzielczy w Ząbkowicach Śląskich,95331014,"Budzów, Budzów 77, 57-215"
Bank Polska Kasa Opieki Spółka Akcyjna,12403217,"Żuromin, ul. Wyzwolenia 31, 09-300"
PLUS BANK Spółka Akcyjna,16801088,"Warszawa, Aleja Stanów Zjednoczonych 61A, 04-028"
Bank Polska Kasa Opieki Spółka Akcyjna,12403419,"Łódź, ul. Aleksandrowska 38, 91-151"
Bank Polska Kasa Opieki Spółka Akcyjna,12402643,"Łańcut, ul. Sokoła 4, 37-100"
Limes Bank Spółdzielczy,89130005,"Chorzele, ul. Żabia 1, 06-330"
Bank Polska Kasa Opieki Spółka Akcyjna,12403927,"Szczecin, ul. Bogurodzicy 5, 70-400"
Bank Polska Kasa Opieki Spółka Akcyjna,12403422,"Konstantynów, ul. Łódzka 20, 95-050"
BNP Paribas Bank Polska Spółka Akcyjna,17501019,"Poznań, ul. Aleje Solidarności 46, 61-696"
Bank Ochrony Środowiska Spółka Akcyjna,15401290,"Płock, ul. Królewiecka 1, 09-400"
Bank Spółdzielczy w Piasecznie,80021030,"Warszawa, ul. Kolorowa 5, 02-495"
Powszechna Kasa Oszczędności Bank Polski Spółka Akcyjna,10202629,"Kielce, ul. Sienkiewicza 33/35, 25-005"
BNP Paribas Bank Polska Spółka Akcyjna,16001156,"Wrocław, ul. Swobodna 3, 50-088"
Santander Bank Polska Spółka Akcyjna,10902226,"Prudnik, ul. Piastowska 18, 48-200"
PLUS BANK Spółka Akcyjna,16801105,"Warszawa, Aleja Stanów Zjednoczonych 61A, 04-028"
Bank Spółdzielczy w Brodnicy,94930001,"Grudziądz, ul. Starorynkowa 2/4, 86-300"
Bank Polska Kasa Opieki Spółka Akcyjna,12406221,"Warszawa, ul. Żwirki i Wigury 1, 00-906"
Bank Polska Kasa Opieki Spółka Akcyjna,12405468,"Pruszcz Gdański, ul. Wojciecha Kossaka 1, 83-000"
Bank Spółdzielczy w Sztumie,83090000,"Sztum, ul. Mickiewicza 36, 82-400"
Bank Spółdzielczy w Gliwicach,84570008,"Gliwice, ul. Dworcowa 41, 44-100"
Bank Spółdzielczy w Żurawicy,91131014,"Bircza, ul. Rynek 6/8, 37-740"
"Spółdzielcza Kasa Oszczędnościowo-Kredytowa ""Śląsk"" z siedzibą w Rudzie Śląskiej",70480003,"Ruda Śląska, ul. Edmunda Kokota 169, 41-711"
Alior Bank Spółka Akcyjna,10600337,"Warszawa, ul. Łopuszańska 38D, 02-232"
Bank Spółdzielczy w Poddębicach,92630000,"Poddębice, ul. Łódzka 33, 99-200"
PKO Bank Hipoteczny Spółka Akcyjna,26900007,"Warszawa, ul. Puławska 15, 02-515"
Powiatowy Bank Spółdzielczy w Kędzierzynie-Koźlu,88821032,"Kędzierzyn-Koźle, ul. Rynek 6A, 47-200"
Vistula Bank Spółdzielczy,90110005,"Wyszogród, ul. Rębowska 2, 09-450"
Bank Polska Kasa Opieki Spółka Akcyjna,12404692,"Kraków, Aleja Pokoju 1, 31-548"
Alior Bank Spółka Akcyjna,13001010,"Warszawa, ul. Łopuszańska 38D, 02-232"
Santander Bank Polska Spółka Akcyjna,15001142,"Kraków, ul. Stradomska 8, 31-058"
ING Bank Śląski Spółka Akcyjna,10500129,"Katowice, ul. Sokolska 34, 40-086"
BNP Paribas Bank Polska Spółka Akcyjna,17501194,"Opole, Rynek 24/25, 45-015"
Bank Spółdzielczy w Słomnikach,86141024,"Radziemice, Radziemice 74, 32-107"
Nest Bank Spółka Akcyjna,18701058,"Warszawa, ul. Domaniewska 39A, 02-672"
DNB Bank Polska Spółka Akcyjna,13701242,"Piaseczno, ul. Postępu 15C, 02-676"
Bank Spółdzielczy w Wojsławicach,81880003,"Wojsławice, ul. Rynek 23, 22-120"
Warmiński Bank Spółdzielczy,88570002,"Jonkowo, pl. 650-lecia Jonkowa 12, 11-042"
Mazowiecki Bank Spółdzielczy w Łomiankach,80091046,"Czosnów, ul. Gminna 6, 05-152"
Powszechna Kasa Oszczędności Bank Polski Spółka Akcyjna,10204708,"Bytów, pl. Wyszyńskiego 7, 77-100"
Bank Polska Kasa Opieki Spółka Akcyjna,12404618,"Kraków, Osiedle Centrum B 1, 31-926"
Bank Gospodarstwa Krajowego,11301017,"Warszawa, ul. Chmielna 73, 00-801"
Spółdzielczy Bank Ludowy w Kępnie,84131065,"Rychtal, ul. Namysłowska 5, 63-630"
Bank Polska Kasa Opieki Spółka Akcyjna,12405745,"Ełk, ul. Juliusza Słowackiego 16, 19-300"
ABS Bank Spółdzielczy,81230000,"Oświęcim, ul. Kościelna 1, 32-600"
Bank Spółdzielczy w Poniatowej,87350007,"Poniatowa, ul. 1 Maja 7B, 24-320"
Bank Spółdzielczy w Przysusze,91451079,"Borkowice, ul. Leśna 1, 26-422"
Bank Polska Kasa Opieki Spółka Akcyjna,12402412,"Puławy, al. Partyzantów 8, 24-100"
BNP Paribas Bank Polska Spółka Akcyjna,16001491,"Białystok, ul. Lipowa 37, 15-424"
Bank Spółdzielczy w Janowie Lubelskim,94100000,"Janów Lubelski, ul. Jana Zamoyskiego 53A, 23-300"
BNP Paribas Bank Polska Spółka Akcyjna,20300061,"Kraków, ul. Armii Krajowej 28, 30-150"
Bank Spółdzielczy w Bystrej,81330003,"Bystra, ul. Zdrojowa 3, 43-360"
mBank Spółka Akcyjna,11401241,"Aleksandrów Łódzki, ul. Piotrkowska 22, 95-070"
Bank Pocztowy Spółka Akcyjna,13200019,"Bydgoszcz, ul. Jagiellońska 17, 85-959"
Santander Bank Polska Spółka Akcyjna,10901997,"Jelenia Góra, pl. Niepodległości 4, 58-500"
ING Bank Śląski Spółka Akcyjna,10500060,"Katowice, ul. Roździeńska 41, 40-382"
Piastowski Bank Spółdzielczy w Janikowie,81850006,"Janikowo, ul. Przemysłowa 4, 88-160"
Santander Bank Polska Spółka Akcyjna,10901593,"Świebodzin, ul. Głogowska 8, 66-200"
ING Bank Śląski Spółka Akcyjna,10501298,"Gliwice, ul. Zwycięstwa 52, 44-100"
EXPRESS BANK SPÓŁDZIELCZY,91761035,"Rzeszów, ul. Krakowska 12B/4, 35-111"
Santander Bank Polska Spółka Akcyjna,10901072,"Bydgoszcz, ul. Królowej Jadwigi 18, 85-959"
Bank Polska Kasa Opieki Spółka Akcyjna,12406104,"Warszawa, ul. ks. Ignacego Kłopotowskiego 15, 03-708"
Getin Noble Bank Spółka Akcyjna w upadłości,24811112,"Warszawa, Rondo Ignacego Daszyńskiego 2c, 00-843"
J.P. Morgan SE (Spółka Europejska) Oddział w Polsce,25800003,"Warszawa, Aleja Jana Pawła II 19, 00-854"
Bank Spółdzielczy w Obornikach Śląskich,95831019,"Prusice, ul. Żmigrodzka 19, 55-110"
Santander Bank Polska Spółka Akcyjna,10901216,"Słupca, ul. Poznańska 14, 62-400"
Bank Spółdzielczy w Kolbuszowej,91800008,"Kolbuszowa, ul. Kościuszki 22, 36-100"
Bank Spółdzielczy w Błażowej,91581011,"Hyżne, Hyżne 103, 36-024"
Santander Bank Polska Spółka Akcyjna,10901463,"Poznań, pl. Wolności 15, 60-967"
Spółdzielczy Bank Ludowy w Kępnie,84131023,"Bralin, ul. Namysłowska 2, 63-640"
Bank Spółdzielczy w Iłowej,96720008,"Żary, ul. Wrocławska 21, 68-200"
Spółdzielczy Bank Powiatowy w Piaskach,81920002,"Sawin, ul. Rynek 6, 22-107"
SGB-Bank Spółka Akcyjna,16101146,"Piła, al. Wojska Polskiego 6, 64-920"
Krakowski Bank Spółdzielczy,84410001,"Siewierz, ul. Częstochowska 1, 42-470"
Santander Bank Polska Spółka Akcyjna,10902037,"Ruda Śląska, ul. P.Niedurnego 44, 41-709"
Bank Spółdzielczy w Staroźrebach,90080005,"Staroźreby, Plac Bojowników 3, 09-440"
Mikołowski Bank Spółdzielczy w Mikołowie,84360003,"Mikołów, ul. Krakowska 29, 43-190"
Bank Polska Kasa Opieki Spółka Akcyjna,12406540,"Przeźmierowo, ul. Rynkowa 75C, 62-081"
Bank Polska Kasa Opieki Spółka Akcyjna,12402829,"Hrubieszów, ul. Bolesława Prusa 9, 22-500"
Bank Polska Kasa Opieki Spółka Akcyjna,12403972,"Szczecin, al. Wyzwolenia 23, 70-554"
Bank Spółdzielczy w Tarnobrzegu,94341070,"Rudnik n/Sanem, Rynek 7, 37-420"
Powszechna Kasa Oszczędności Bank Polski Spółka Akcyjna,14401130,"Warszawa, ul. Chłodna 52, 00-872"
Bank Spółdzielczy w Glinojecku,82291015,"Opinogóra, ul. Zygmunta Krasińskiego 4, 06-406"
Bank Polska Kasa Opieki Spółka Akcyjna,12403103,"Opole, Plac Wolności 3, 45-018"
SGB-Bank Spółka Akcyjna,16101247,"Poznań, ul. Mielżyńskiego 22, 61-725"
Warmiński Bank Spółdzielczy,88571012,"Łukta, ul. Warmińska 12, 14-105"
Hoist Finance AB (publ) Spółka Akcyjna Oddział w Polsce,28900009,"Wrocław, ul. gen. Józefa Bema 2, 50-265"
DNB Bank Polska Spółka Akcyjna,13701343,"Warszawa, ul. Postępu 15C, 02-676"
Powszechna Kasa Oszczędności Bank Polski Spółka Akcyjna,10201778,"Kwidzyn, ul. Kopernika 12, 82-500"
mBank Spółka Akcyjna,11401603,"Aleksandrów Łódzki, ul. Piotrkowska 22, 95-070"
Powszechna Kasa Oszczędności Bank Polski Spółka Akcyjna,10203378,"Łódź, al. marsz. Józefa Piłsudskiego 153, 92-332"
Bank Polska Kasa Opieki Spółka Akcyjna,12402672,"Strzyżów, ul. Kilińskiego 8, 38-100"
Bank Polska Kasa Opieki Spółka Akcyjna,12402832,"Tomaszów Lubelski, ul. Lwowska 80, 22-600"
Bank Polska Kasa Opieki Spółka Akcyjna,12405152,"Limanowa, ul. Jana Pawła II 19, 34-600"
Powszechna Kasa Oszczędności Bank Polski Spółka Akcyjna,10203408,"Łódź, ul. Aleksandrowska 47, 91-205"
Santander Bank Polska Spółka Akcyjna,10901694,"Warszawa, ul. Rzymowskiego 34, 02-697"
Santander Bank Polska Spółka Akcyjna,10901867,"Poznań, pl. Wolności 15, 60-967"
Bank Polska Kasa Opieki Spółka Akcyjna,12401154,"Białystok, ul. Sienkiewicza 40, 15-092"
Santander Bank Polska Spółka Akcyjna,15001533,"Łomża, Aleja Legionów 46, 18-400"
Bank Polska Kasa Opieki Spółka Akcyjna,12402382,"Lublin, ul. Krakowskie Przedmieście 72, 20-076"
Bank Polska Kasa Opieki Spółka Akcyjna,12401545,"Łódź, ul. Piotrkowska 288, 90-959"
Bank Spółdzielczy w Mławie,82251019,"Iłowo, ul. Wyzwolenia 17, 13-240"
Bank Polska Kasa Opieki Spółka Akcyjna,12404373,"Żory, ul. Rynek 4, 44-240"
"Śląski Bank Spółdzielczy ""Silesia"" w Katowicach",84420000,"Zawiercie, al. gen. Władysława Sikorskiego 26, 42-400"
Spółdzielcza Kasa Oszczędnościowo-Kredytowa im. Eugeniusza Kwiatkowskiego,71180005,"Tarnów, ul. Eugeniusza Kwiatkowskiego 8, 33-101"
Bank Spółdzielczy w Werbkowicach,96421019,"Horodło, ul. Rynek 15, 22-523"
BNP Paribas Bank Polska Spółka Akcyjna,17501497,"Warszawa, ul. Grzybowska 78, 00-844"
Bank Spółdzielczy w Śmiglu,86670003,"Śmigiel, pl. Rozstrzelanych 13, 64-030"
Bank Polska Kasa Opieki Spółka Akcyjna,12403363,"Suwałki, ul. Kościuszki 56, 16-400"
Bank Spółdzielczy w Nowym Tomyślu,90580000,"Nowy Tomyśl, ul. Marszałka Piłsudskiego 2, 64-300"
Bank Polska Kasa Opieki Spółka Akcyjna,12403073,"Łódź, ul. Sienkiewicza 85/87, 90-057"
BNP Paribas Bank Polska Spółka Akcyjna,16001459,"Gdańsk, ul. Kołobrzeska 14, 80-394"
AION Bank S.A. Spółka Akcyjna Oddział w Polsce,29100006,"Warszawa, ul. Dobra 40, 00-344"
Bank Gospodarstwa Krajowego,11301121,"Gdańsk, al. Grunwaldzka 411, 80-309"
Bank Spółdzielczy w Bydgoszczy,81421033,"Osielsko, ul. Szosa Gdańska 55C, 86-031"
Spółdzielcza Kasa Oszczędnościowo-Kredytowa im. Zygmunta Chmielewskiego,70110001,"Toruń, ul. Władysława Dziewulskiego 12, 87-100"
Powszechna Kasa Oszczędności Bank Polski Spółka Akcyjna,10205356,"Zamość, ul. Partyzantów 15, 22-400"
Bank Spółdzielczy w Leżajsku,91871024,"Grodzisko Dolne, Grodzisko Dolne 352, 37-306"
Bank Polska Kasa Opieki Spółka Akcyjna,12403640,"Gorzów Wielkopolski, ul. Sikorskiego 128-129, 66-400"
Bank Spółdzielczy w Białopolu,82020006,"Białopole, ul. Chełmska 1A, 22-135"
Powszechna Kasa Oszczędności Bank Polski Spółka Akcyjna,10201068,"Warszawa, ul. Puławska 15, 02-515"
Bank Polska Kasa Opieki Spółka Akcyjna,12402962,"Katowice, ul. Żelazna 2, 40-851"
Bank Spółdzielczy w Słupcy,85420001,"Słupca, ul. Mickiewicza 2, 62-400"
Santander Bank Polska Spółka Akcyjna,10901317,"Chodzież, ul. Ks.Prymasa Stefana Wyszyńskiego 4, 64-800"
Bank Polska Kasa Opieki Spółka Akcyjna,12406380,"Pruszków, al. Wojska Polskiego 23, 05-800"
Santander Bank Polska Spółka Akcyjna,10902356,"Świebodzice, Al. Lipowe 5, 58-160"
BANK POLSKIEJ SPÓŁDZIELCZOŚCI SPÓŁKA AKCYJNA,19301695,"Lublin, ul. Mieczysława Karłowicza 4, 20-027"
Bank Polska Kasa Opieki Spółka Akcyjna,12402988,"Sosnowiec, ul. Małachowskiego 3, 41-200"
Zakład Ubezpieczeń Społecznych,60000002,"Warszawa, ul. Szamocka 3,5, 01-748"
Bank Polska Kasa Opieki Spółka Akcyjna,12403536,"Gdynia, ul. 10 Lutego 8, 81-366"
Bank Polska Kasa Opieki Spółka Akcyjna,12403480,"Nowy Dwór Mazowiecki, ul. Słowackiego 11, 05-100"
Bank Polska Kasa Opieki Spółka Akcyjna,12400030,"Warszawa, ul. Żubra 1, 01-066"
Bank Polska Kasa Opieki Spółka Akcyjna,12403389,"Włocławek, ul. Tadeusza Kościuszki 20, 87-800"
Bank Spółdzielczy w Nowym Sączu,88110006,"Nowy Sącz, al. Stefana Batorego 78, 33-300"
Narodowy Bank Polski,10100039,"Warszawa, ul. Świętokrzyska 11/21, 00-919"
DNB Bank Polska Spółka Akcyjna,13701385,"Warszawa, ul. Postępu 15C, 02-676"
Międzypowiatowy Bank Spółdzielczy w  Myszkowie,82881014,"Boronów, ul. Wolności 18, 42-283"
Bank Spółdzielczy w Głogowie Małopolskim,91590000,"Głogów Małopolski, ul. Rynek 23, 36-060"
Powszechna Kasa Oszczędności Bank Polski Spółka Akcyjna,10203206,"Lubartów, ul. Lubelska 43, 21-100"
Powiatowy Bank Spółdzielczy w Zamościu,96441017,"Komarów, ul. Piłsudskiego 2, 22-435"
Santander Bank Polska Spółka Akcyjna,10901580,"Sulechów, ul. Aleja Niepodległości 5, 66-100"
Santander Bank Polska Spółka Akcyjna,15002006,"Bełchatów, ul. Wojska Polskiego 58a, 97-400"
Santander Bank Polska Spółka Akcyjna,15001748,"Tarnów, ul. Ignacego Mościckiego 25, 33-100"
Powszechna Kasa Oszczędności Bank Polski Spółka Akcyjna,10200032,"Warszawa, ul. Puławska 15, 00-975"
Powszechna Kasa Oszczędności Bank Polski Spółka Akcyjna,10201127,"Warszawa, ul. Korkowa 24, 04-502"
Bank Polska Kasa Opieki Spółka Akcyjna,12405455,"Gdańsk, ul. Garncarska 23, 80-894"
Bank Polska Kasa Opieki Spółka Akcyjna,12401646,"Brzeg, Rynek 9/10, 49-300"
BNP Paribas Bank Polska Spółka Akcyjna,20300003,"Warszawa, ul. Marcina Kasprzaka 2, 01-211"
PLUS BANK Spółka Akcyjna,16801323,"Warszawa, Aleja Stanów Zjednoczonych 61A, 04-028"
Bank Spółdzielczy w Pruszczu Gdańskim,83350003,"Pruszcz Gdański, ul. Wita Stwosza 2A, 83-000"
Bank Spółdzielczy Ziemi Kraśnickiej  w Kraśniku,87171093,"Zaklików, ul. Mickiewicza 1, 37-470"
